Node	Node_Name	Node_Type
DOID:9740	postcholecystectomy syndrome	Disease
DOID:9741	biliary tract disease	Disease
DOID:9743	diabetic neuropathy	Disease
DOID:9744	type 1 diabetes mellitus	Disease
DOID:9746	hemorrhoid	Disease
DOID:9765	emphysematous cholecystitis	Disease
DOID:9767	myocardial stunning	Disease
DOID:9768	heart aneurysm	Disease
DOID:9775	diastolic heart failure	Disease
DOID:9778	irritable bowel syndrome	Disease
DOID:9784	trichinosis	Disease
DOID:9786	bulbar polio	Disease
DOID:9790	toxocariasis	Disease
DOID:9801	tuberculous peritonitis	Disease
DOID:9808	Goodpasture syndrome	Disease
DOID:9809	hypersensitivity vasculitis	Disease
DOID:9810	polyarteritis nodosa	Disease
DOID:9821	choroideremia	Disease
DOID:9828	neonatal abstinence syndrome	Disease
DOID:9834	hyperopia	Disease
DOID:9835	refractive error	Disease
DOID:9837	hypertropia	Disease
DOID:9840	esotropia	Disease
DOID:9848	endolymphatic hydrops	Disease
DOID:9849	Meniere's disease	Disease
DOID:9854	lingual-facial-buccal dyskinesia	Disease
DOID:9856	congenital syphilis	Disease
DOID:986	alopecia areata	Disease
DOID:9861	miliary tuberculosis	Disease
DOID:9869	hereditary fructose intolerance syndrome	Disease
DOID:987	alopecia	Disease
DOID:9870	galactosemia	Disease
DOID:988	mitral valve prolapse	Disease
DOID:9884	muscular dystrophy	Disease
DOID:9892	median arcuate ligament syndrome	Disease
DOID:9893	periodontosis	Disease
DOID:9903	meibomian cyst	Disease
DOID:9931	Waterhouse-Friderichsen syndrome	Disease
DOID:9938	dacryocystitis	Disease
DOID:9955	hypoplastic left heart syndrome	Disease
DOID:9957	periostitis	Disease
DOID:9958	hemometra	Disease
DOID:9965	toxoplasmosis	Disease
DOID:9970	obesity	Disease
DOID:9972	hypervitaminosis A	Disease
DOID:9975	cocaine dependence	Disease
DOID:9976	heroin dependence	Disease
DOID:9988	tertiary neurosyphilis	Disease
DOID:999	hypereosinophilic syndrome	Disease
DOID:9993	hypoglycemia	Disease
